OHSU1	0	91110206	1
OHSU2	0	91151970	1
OHSU2	0	91073927	1
OHSU2	0	91051633	1
OHSU3	0	91083703	2
OHSU3	0	91048680	1
OHSU3	0	91009985	2
OHSU4	0	91024434	1
OHSU5	0	91110222	1
OHSU5	0	91051706	1
OHSU5	0	91039743	2
OHSU5	0	91090577	2
OHSU5	0	91090578	1
OHSU5	0	91098853	2
OHSU10	0	91047499	1
OHSU11	0	91086967	1
OHSU11	0	91019801	1
OHSU11	0	91108508	2
OHSU11	0	91003866	2
OHSU11	0	91086970	2
OHSU11	0	91121378	2
OHSU12	0	91098811	1
OHSU13	0	91119281	1
OHSU13	0	91036466	1
OHSU13	0	91154991	2
OHSU13	0	91114120	1
OHSU13	0	91089902	1
OHSU13	0	91063453	1
OHSU14	0	91027634	2
OHSU14	0	91096889	2
OHSU14	0	91024436	2
OHSU14	0	91022854	1
OHSU14	0	91016120	2
OHSU15	0	91156317	1
OHSU15	0	91044454	2
OHSU15	0	91116285	1
OHSU16	0	91057741	1
OHSU16	0	91019827	1
OHSU16	0	91015239	2
OHSU17	0	91064945	2
OHSU17	0	91119052	2
OHSU17	0	91102972	1
OHSU18	0	91024548	1
OHSU18	0	91153763	2
OHSU18	0	91059319	2
OHSU18	0	91153768	2
OHSU18	0	91151154	2
OHSU18	0	91066553	1
OHSU18	0	91121380	2
OHSU18	0	91041274	1
OHSU19	0	91085316	1
OHSU19	0	91073355	1
OHSU19	0	91083729	1
OHSU20	0	91121963	1
OHSU21	0	91048240	1
OHSU21	0	91126574	2
OHSU21	0	91019676	1
OHSU22	0	91066555	1
OHSU22	0	91091757	2
OHSU22	0	91093783	1
OHSU22	0	91013915	1
OHSU23	0	91103376	2
OHSU23	0	91038409	2
OHSU23	0	91060055	1
OHSU23	0	91113831	2
OHSU24	0	91039556	1
OHSU24	0	91062947	1
OHSU24	0	91157348	2
OHSU24	0	91058368	2
OHSU24	0	91108884	1
OHSU25	0	91108770	2
OHSU25	0	91125587	1
OHSU25	0	91069195	1
OHSU25	0	91111234	1
OHSU25	0	91046052	1
OHSU25	0	91077702	1
OHSU25	0	91093707	1
OHSU26	0	91123567	2
OHSU26	0	91022669	2
OHSU26	0	91093722	1
OHSU26	0	91153890	2
OHSU26	0	91060246	1
OHSU28	0	91091757	1
OHSU28	0	91009465	1
OHSU28	0	91076635	1
OHSU28	0	91066555	1
OHSU28	0	91039448	1
OHSU28	0	91132716	1
OHSU28	0	91053471	1
OHSU29	0	91012419	1
OHSU29	0	91083226	2
OHSU29	0	91078037	1
OHSU29	0	91012158	1
OHSU29	0	91068055	1
OHSU29	0	91030147	2
OHSU29	0	91012447	1
OHSU30	0	91080387	2
OHSU30	0	91095520	2
OHSU30	0	91022422	2
OHSU30	0	91022423	1
OHSU30	0	91022427	2
OHSU30	0	91096827	1
OHSU30	0	91085262	2
OHSU30	0	91041469	1
OHSU30	0	91030148	1
OHSU30	0	91022686	2
OHSU30	0	91019598	1
OHSU30	0	91090153	1
OHSU30	0	91083924	2
OHSU30	0	91083926	2
OHSU30	0	91083927	1
OHSU30	0	91083928	1
OHSU30	0	91008381	2
OHSU31	0	91030242	1
OHSU31	0	91012835	2
OHSU31	0	91093562	1
OHSU32	0	91042918	1
OHSU32	0	91148761	1
OHSU32	0	91000022	2
OHSU33	0	91134027	2
OHSU33	0	91019801	1
OHSU33	0	91068879	2
OHSU33	0	91093436	1
OHSU33	0	91111218	2
OHSU33	0	91019822	1
OHSU33	0	91057733	2
OHSU33	0	91118817	2
OHSU33	0	91048354	2
OHSU33	0	91003845	2
OHSU33	0	91134732	1
OHSU35	0	91147940	2
OHSU35	0	91106193	2
OHSU35	0	91122336	1
OHSU35	0	91156572	2
OHSU35	0	91022869	2
OHSU36	0	91118820	1
OHSU36	0	91044447	2
OHSU36	0	91107280	2
OHSU37	0	91005362	2
OHSU37	0	91052584	1
OHSU37	0	91057194	2
OHSU37	0	91039657	1
OHSU37	0	91023642	2
OHSU37	0	91052602	2
OHSU37	0	91052128	2
OHSU38	0	91069195	2
OHSU38	0	91053067	1
OHSU38	0	91128208	2
OHSU38	0	91061152	2
OHSU38	0	91038144	1
OHSU39	0	91121953	2
OHSU39	0	91010613	2
OHSU39	0	91005665	2
OHSU39	0	91005666	2
OHSU39	0	91052808	1
OHSU39	0	91123619	2
OHSU39	0	91110194	2
OHSU39	0	91005690	1
OHSU39	0	91068045	2
OHSU39	0	91005694	2
OHSU39	0	91068049	2
OHSU39	0	91156581	2
OHSU39	0	91003050	2
OHSU39	0	91003051	2
OHSU39	0	91070105	2
OHSU39	0	91030909	2
OHSU40	0	91097148	1
OHSU40	0	91003252	2
OHSU41	0	91057750	1
OHSU41	0	91061210	1
OHSU42	0	91101490	1
OHSU42	0	91101491	2
OHSU42	0	91101484	1
OHSU42	0	91140176	1
OHSU42	0	91101485	2
OHSU42	0	91053552	1
OHSU43	0	91043563	1
OHSU44	0	91062844	2
OHSU44	0	91091798	2
OHSU44	0	91018331	2
OHSU44	0	91127433	2
OHSU44	0	91062850	2
OHSU44	0	91036791	2
OHSU44	0	91066554	2
OHSU44	0	91091748	1
OHSU44	0	91015257	1
OHSU45	0	91101490	2
OHSU45	0	91101483	1
OHSU46	0	91016617	2
OHSU47	0	91156572	1
OHSU48	0	91125588	2
OHSU48	0	91069199	1
OHSU48	0	91083905	2
OHSU48	0	91037198	1
OHSU48	0	91112979	1
OHSU48	0	91055466	1
OHSU48	0	91038738	2
OHSU48	0	91124253	1
OHSU49	0	91047542	1
OHSU49	0	91095522	2
OHSU49	0	91019611	2
OHSU49	0	91119054	2
OHSU50	0	91059693	2
OHSU50	0	91146370	1
OHSU51	0	91126675	1
OHSU51	0	91094347	1
OHSU51	0	91062884	1
OHSU51	0	91132695	2
OHSU51	0	91003840	2
OHSU51	0	91155131	2
OHSU51	0	91154849	2
OHSU52	0	91102230	2
OHSU53	0	91103438	2
OHSU55	0	91141130	2
OHSU55	0	91141132	2
OHSU55	0	91144186	1
OHSU55	0	91046455	2
OHSU55	0	91012385	1
OHSU56	0	91022806	2
OHSU56	0	91053228	1
OHSU57	0	91129811	2
OHSU57	0	91056389	1
OHSU58	0	91019673	1
OHSU59	0	91096008	1
OHSU59	0	91038409	2
OHSU59	0	91060055	2
OHSU59	0	91038410	2
OHSU60	0	91059543	1
OHSU60	0	91088754	1
OHSU60	0	91023790	1
OHSU60	0	91046461	2
OHSU61	0	91044091	2
OHSU61	0	91044094	1
OHSU62	0	91056389	1
OHSU62	0	91140172	2
OHSU63	0	91157069	1
OHSU63	0	91127865	2
OHSU63	0	91096785	2
OHSU63	0	91055524	2
OHSU63	0	91058370	2
OHSU63	0	91096754	2
OHSU63	0	91041690	1
OHSU63	0	91003738	2
